source	source_name	target	target_name	type	child_order	wife_note	vol	leaf	side	checked	reference
E206707	權希約	E807881	金漢卿	HAS_SIL	2		3	58	a	1	安東權氏成化譜
E206707	權希約	E807882	權俊民	HAS_SON	3		3	58	a	1	安東權氏成化譜
E206707	權希約	E807883	權哲民	HAS_SON	4		3	58	a	1	安東權氏成化譜
E206708	權偟	E807873	權益孫	HAS_SON	1		3	58	a	1	安東權氏成化譜
E206708	權偟	E807875	盧叔信	HAS_SIL	2		3	58	a	1	安東權氏成化譜
E206708	權偟	E807876	權盛孫	HAS_SON	3		3	58	a	1	安東權氏成化譜
E206708	權偟	E807878	孫億	HAS_SIL	4		3	58	a	1	安東權氏成化譜
E206710	崔係	E807871	金居澗	HAS_SIL	1		3	58	a	1	安東權氏成化譜
E206710	崔係	E807872	崔汝海	HAS_SON	2		3	58	a	1	安東權氏成化譜
E206718	張斐	E807894	張叔孫	HAS_SON	1		3	58	a	1	安東權氏成化譜
E206718	張斐	E807895	張孟孫	HAS_SON	2		3	58	a	1	安東權氏成化譜
E206718	張斐	E807896	張仲孫	HAS_SON	3		3	58	a	1	安東權氏成化譜
E807884	金孝安	E807885	金璐	HAS_SON	1		3	58	a	1	安東權氏成化譜
E807884	金孝安	E807886	金瓘	HAS_SON	2		3	58	a	1	安東權氏成化譜
E902903	權居約	E807868	尹忠毅	HAS_SIL	1		3	58	a	1	安東權氏成化譜
E902903	權居約	E900711	權自謙	HAS_SON	2		3	58	a	1	安東權氏成化譜
E902903	權居約	E807869	權以謙	HAS_SON	3		3	58	a	1	安東權氏成化譜
E902903	權居約	E103420	李仲壽	HAS_SIL	4		3	58	a	1	安東權氏成化譜
a0f940fe-5de0-4029-946b-144ab06975db	權度	D807902	盧龜明	HAS_SIL	1		3	58	b	1	安東權氏成化譜
D206741	權愷	a0f940fe-5de0-4029-946b-144ab06975db	權度	HAS_SON	1		3	58	b	1	安東權氏成化譜
D206741	權愷	D807903	權稱	HAS_SON	2		3	58	b	1	安東權氏成化譜
D206741	權愷	D807905	李瑱	HAS_SIL	3		3	58	b	1	安東權氏成化譜
D206741	權愷	D807908	權矩	HAS_SON	4		3	58	b	1	安東權氏成化譜
D206741	權愷	D807913	姜	HAS_SIL	5		3	58	b	1	安東權氏成化譜
D206742	朴德方	D807915	朴祈	HAS_SON	1		3	58	b	1	安東權氏成化譜
D807905	李瑱	D807907	金保安	HAS_SIL	1		3	58	b	1	安東權氏成化譜
D807910	姜	D807914	崔賜起	HAS_SIL	2		3	58	b	1	安東權氏成化譜
D807915	朴祈	E807917	朴子明	HAS_SON	1		3	58	b	1	安東權氏成化譜
D807915	朴祈	E102696	李守常	HAS_SIL	2		3	58	b	1	安東權氏成化譜
D807915	朴祈	EA02955	朴子悟	HAS_SON	3		3	58	b	1	安東權氏成化譜
E102696	李守常	E401445	尹垠	HAS_SIL	1		3	58	b	1	安東權氏成化譜
E102696	李守常	E102700	李允若	HAS_SON	2		3	58	b	1	安東權氏成化譜
E102696	李守常	E102707	李有若	HAS_SON	3		3	58	b	1	安東權氏成化譜
E102696	李守常	E102727	李愓若	HAS_SON	4		3	58	b	1	安東權氏成化譜
E102700	李允若	E102703	吳汝亮	HAS_SIL	1		3	58	b	1	安東權氏成化譜
E102700	李允若	E300898	趙鐵堅	HAS_SIL	2		3	58	b	1	安東權氏成化譜
E102700	李允若	E102704	李運忠	HAS_SON	3		3	58	b	1	安東權氏成化譜
E102707	李有若	E102709	李益達	HAS_SON	1		3	58	b	1	安東權氏成化譜
E102707	李有若	EC02174	李英達	HAS_SON	2		3	58	b	1	安東權氏成化譜
E102727	李愓若	E303346	成允武	HAS_SIL	1		3	58	b	1	安東權氏成化譜
E102727	李愓若	E102729	李範	HAS_SON	2		3	58	b	1	安東權氏成化譜
E102727	李愓若	E301264	盧哲根	HAS_SIL	3		3	58	b	1	安東權氏成化譜
EA02955	朴子悟	E807921	金叔荊	HAS_SIL	1		3	58	b	1	安東權氏成化譜
EA02955	朴子悟	E807923	元達廷	HAS_SIL	2		3	58	b	1	安東權氏成化譜
EA02955	朴子悟	E807924	朴孝蓴	HAS_SON	3		3	58	b	1	安東權氏成化譜
D206744	權錘	E807938	朴可衍	HAS_SIL	1		3	59	a	1	安東權氏成化譜
D206744	權錘	E807950	權訓	HAS_SON	2		3	59	a	1	安東權氏成化譜
D206744	權錘	E807953	鄭抱	HAS_SIL	3		3	59	a	1	安東權氏成化譜
D206744	權錘	E807956	權誼	HAS_SON	4		3	59	a	1	安東權氏成化譜
D807915	朴祈	E807927	柳宗叙	HAS_SIL	4		3	59	a	1	安東權氏成化譜
D807915	朴祈	E807932	朴子暎	HAS_SON	5		3	59	a	1	安東權氏成化譜
E807927	柳宗叙	E205481	權惠	HAS_SIL	1		3	59	a	1	安東權氏成化譜
E807927	柳宗叙	E807929	柳孝哲	HAS_SON	2		3	59	a	1	安東權氏成化譜
E807927	柳宗叙	E302021	李頼	HAS_SIL	3		3	59	a	1	安東權氏成化譜
E807927	柳宗叙	E807931	柳孝伯	HAS_SON	4		3	59	a	1	安東權氏成化譜
E807927	柳宗叙	E304369	柳孝山	HAS_SON	5		3	59	a	1	安東權氏成化譜
E807932	朴子暎	E807933	朴忠信	HAS_SON	1		3	59	a	1	安東權氏成化譜
E807932	朴子暎	E807934	朴良信	HAS_SON	2		3	59	a	1	安東權氏成化譜
E807938	朴可衍	E807939	朴行	HAS_SON	1		3	59	a	1	安東權氏成化譜
E807938	朴可衍	E807941	閔保懼	HAS_SIL	2		3	59	a	1	安東權氏成化譜
E807938	朴可衍	E807943	李淳	HAS_SIL	3		3	59	a	1	安東權氏成化譜
E807938	朴可衍	E807945	李蔭	HAS_SIL	4		3	59	a	1	安東權氏成化譜
E807938	朴可衍	E807947	余孝恭	HAS_SIL	5		3	59	a	1	安東權氏成化譜
E807950	權訓	E807951	權孝溫	HAS_SON	1		3	59	a	1	安東權氏成化譜
E807953	鄭抱	E807954	鄭忠根	HAS_SON	1		3	59	a	1	安東權氏成化譜
E807953	鄭抱	E807955	鄭忠本	HAS_SON	2		3	59	a	1	安東權氏成化譜
E807953	鄭抱	E000217	鄭忠基	HAS_SON	3		3	59	a	1	安東權氏成化譜
E807956	權誼	E807957	權漢蕃	HAS_SON	1		3	59	a	1	安東權氏成化譜
E807956	權誼	E807959	朴繼宗	HAS_SIL	2		3	59	a	1	安東權氏成化譜
E807956	權誼	E807960	權漢垣	HAS_SON	3		3	59	a	1	安東權氏成化譜
E807956	權誼	E807961	權漢屛	HAS_SON	4		3	59	a	1	安東權氏成化譜
EA02955	朴子悟	E807925	朴孝蕃	HAS_SON	4		3	59	a	1	安東權氏成化譜
D206748	權光贊	D206749	權台鼎	HAS_SON	1		3	59	b	1	安東權氏成化譜
D206748	權光贊	D206750	權台府	HAS_SON	2		3	59	b	1	安東權氏成化譜
D206748	權光贊	D206751	李簷	HAS_SIL	3		3	59	b	1	安東權氏成化譜
D206751	李簷	E807963	趙敬周	HAS_SIL	1		3	59	b	1	安東權氏成化譜
D206751	李簷	EC00363	李小畜	HAS_SON	2		3	59	b	1	安東權氏成化譜
D206753	鄭益周	D206755	曺興	HAS_SIL	1		3	59	b	1	安東權氏成化譜
D206753	鄭益周	D206757	徐孝順	HAS_SIL	2		3	59	b	1	安東權氏成化譜
D206755	曺興	E807964	曺仲林	HAS_SON	1		3	59	b	1	安東權氏成化譜
D206755	曺興	E807965	曺尙林	HAS_SON	2		3	59	b	1	安東權氏成化譜
D206755	曺興	E807970	曺季林	HAS_SON	3		3	59	b	1	安東權氏成化譜
D206757	徐孝順	E807976	李仲成	HAS_SIL	1		3	59	b	1	安東權氏成化譜
E807965	曺尙林	E401223	曹命壽	HAS_SON	1		3	59	b	1	安東權氏成化譜
E807965	曺尙林	E807969	金福海	HAS_SIL	2		3	59	b	1	安東權氏成化譜
EC00363	李小畜	EC00364	李昶	HAS_SON	1		3	59	b	1	安東權氏成化譜
D206759	姜君寶	D206761	姜筮	HAS_SON	1		3	60	a	1	安東權氏成化譜
D206759	姜君寶	E103999	姜策	HAS_SON	2		3	60	a	1	安東權氏成化譜
D206761	姜筮	E807977	姜籌	HAS_SON	1		3	60	a	1	安東權氏成化譜
D206761	姜筮	E101374	崔士康	HAS_SIL	2	前室	3	60	a	1	安東權氏成化譜
E101374	崔士康	E101377	李裀	HAS_SIL	1		3	60	a	1	安東權氏成化譜
E101374	崔士康	E101383	權聰	HAS_SIL	2		3	60	a	1	安東權氏成化譜
E101374	崔士康	E101384	崔承寧	HAS_SON	3		3	60	a	1	安東權氏成化譜
E101377	李裀	E101378	李敏	HAS_SON	1		3	60	a	1	安東權氏成化譜
E101377	李裀	E101381	尹塢	HAS_SIL	2		3	60	a	1	安東權氏成化譜
E101384	崔承寧	E101386	崔道一	HAS_SON	1		3	60	a	1	安東權氏成化譜
E101384	崔承寧	E300036	李璆	HAS_SIL	2	後室	3	60	a	1	安東權氏成化譜
E101384	崔承寧	E101402	崔道根	HAS_SON	3		3	60	a	1	安東權氏成化譜
E101384	崔承寧	E101405	崔道全	HAS_SON	4		3	60	a	1	安東權氏成化譜
E101386	崔道一	E101387	崔世賢	HAS_SON	1		3	60	a	1	安東權氏成化譜
E101386	崔道一	E101389	李溥	HAS_SIL	2		3	60	a	1	安東權氏成化譜
E101386	崔道一	E300451	朝鮮 睿宗	HAS_SIL	3	昭訓	3	60	a	1	安東權氏成化譜
E101402	崔道根	E101404	崔世省	HAS_SON	1		3	60	a	1	安東權氏成化譜
E101405	崔道全	E100707	崔世豪	HAS_SON	1		3	60	a	1	安東權氏成化譜
E101405	崔道全	E101407	崔世傑	HAS_SON	2		3	60	a	1	安東權氏成化譜
E101405	崔道全	E101408	崔世俊	HAS_SON	3		3	60	a	1	安東權氏成化譜
E300036	李璆	E201661	李澍	HAS_SON	1		3	60	a	1	安東權氏成化譜
E300036	李璆	E101393	愼承善	HAS_SIL	2		3	60	a	1	安東權氏成化譜
E300036	李璆	E101394	龜城君	HAS_SON	3		3	60	a	1	安東權氏成化譜
E300036	李璆	E101397	安友蹇	HAS_SIL	4		3	60	a	1	安東權氏成化譜
E300036	李璆	E101398	李淳	HAS_SON	5		3	60	a	1	安東權氏成化譜
E300036	李璆	E300035	李淨	HAS_SON	6		3	60	a	1	安東權氏成化譜
E300036	李璆	E101400	李澄	HAS_SON	7		3	60	a	1	安東權氏成化譜
E807977	姜籌	E807978	姜帶生	HAS_SON	1		3	60	a	1	安東權氏成化譜
E807977	姜籌	E807979	姜瑞生	HAS_SON	2		3	60	a	1	安東權氏成化譜
D206759	姜君寶	D206763	姜箸 	HAS_SON	3		3	60	b	1	安東權氏成化譜
D206763	姜箸 	EB04104	姜淮伯	HAS_SON	1		3	60	b	1	安東權氏成化譜
E102533	姜孟卿	E102534	姜允範	HAS_SON	1		3	60	b	1	安東權氏成化譜
E102533	姜孟卿	E101135	南瞦	HAS_SIL	2	前室	3	60	b	1	安東權氏成化譜
E102533	姜孟卿	EB01233	朴壽長	HAS_SIL	3		3	60	b	1	安東權氏成化譜
E401638	姜子儀	EA02680	姜渭	HAS_SON	1		3	60	b	1	安東權氏成化譜
E807982	姜宗德	E901550	姜子愼	HAS_SON	1		3	60	b	1	安東權氏成化譜
E807982	姜宗德	E401638	姜子儀	HAS_SON	2		3	60	b	1	安東權氏成化譜
E807982	姜宗德	E807984	姜子保	HAS_SON	3		3	60	b	1	安東權氏成化譜
E807982	姜宗德	E807985	姜子儉	HAS_SON	4		3	60	b	1	安東權氏成化譜
E807982	姜宗德	E807987	鄭禮孫	HAS_SIL	5		3	60	b	1	安東權氏成化譜
E807984	姜子保	E300099	李崇壽	HAS_SIL	1	성화보 : 姜子保의 女로 기록되어 있으나, 가정보와 씨족원류에 근거하여 姜子儀의 女로 기록함.	3	60	b	1	安東權氏成化譜
E807988	姜友德	E102533	姜孟卿	HAS_SON	1		3	60	b	1	安東權氏成化譜
E807988	姜友德	E807991	朴居謙	HAS_SIL	2		3	60	b	1	安東權氏成化譜
E807988	姜友德	E902847	姜叔卿	HAS_SON	3		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E901551	姜居仁	HAS_SON	1		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E100689	偰致深	HAS_SIL	2		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E901556	姜居義	HAS_SON	3		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E901554	孫繼童	HAS_SIL	4		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E901566	姜居禮	HAS_SON	5		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E901572	姜居貞	HAS_SON	6		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E901591	姜居忠	HAS_SON	7		3	60	b	1	安東權氏成化譜
E901550	姜子愼	E901578	姜居孝	HAS_SON	8		3	60	b	1	安東權氏成化譜
E902847	姜叔卿	E902848	姜仁範	HAS_SON	1		3	60	b	1	安東權氏成化譜
EB04104	姜淮伯	E807982	姜宗德	HAS_SON	1		3	60	b	1	安東權氏成化譜
EB04104	姜淮伯	E807988	姜友德	HAS_SON	2		3	60	b	1	安東權氏成化譜
EB04104	姜淮伯	EC00245	姜進德	HAS_SON	3		3	60	b	1	安東權氏成化譜
EC00245	姜進德	EC00249	姜敏	HAS_SON	1		3	60	b	1	安東權氏成化譜
EC00249	姜敏	EB00509	姜貴孫	HAS_SON	1		3	60	b	1	安東權氏成化譜
EC00249	姜敏	EB00517	姜末孫	HAS_SON	2		3	60	b	1	安東權氏成化譜
E203654	金張	E807992	金克用	HAS_SON	1		3	61	a	1	安東權氏成化譜
E203654	金張	EC04679	金利用	HAS_SON	2		3	61	a	1	安東權氏成化譜
E203654	金張	E401605	金貞用	HAS_SON	3		3	61	a	1	安東權氏成化譜
E203654	金張	E605699	趙瑞安	HAS_SIL	4	後室	3	61	a	1	安東權氏成化譜
E401605	金貞用	E203656	金光礪	HAS_SON	1		3	61	a	1	安東權氏成化譜
E401605	金貞用	E401603	韓健	HAS_SIL	2		3	61	a	1	安東權氏成化譜
E401605	金貞用	E203657	金光範	HAS_SON	3		3	61	a	1	安東權氏成化譜
E807992	金克用	E807994	金處經	HAS_SON	1		3	61	a	1	安東權氏成化譜
E807992	金克用	E807995	金處權	HAS_SON	2		3	61	a	1	安東權氏成化譜
E807992	金克用	E807997	文璐	HAS_SIL	3		3	61	a	1	安東權氏成化譜
E807992	金克用	E807999	李桓	HAS_SIL	4		3	61	a	1	安東權氏成化譜
E807992	金克用	E808001	柳線	HAS_SIL	5		3	61	a	1	安東權氏成化譜
E807992	金克用	E808003	金景伯	HAS_SIL	6		3	61	a	1	安東權氏成化譜
E808008	姜碩德	E901202	姜希顔	HAS_SON	1		3	61	a	1	安東權氏成化譜
E901202	姜希顔	E901205	趙仲暉	HAS_SIL	1		3	61	a	1	安東權氏成化譜
EB04104	姜淮伯	E203654	金張	HAS_SIL	4		3	61	a	1	安東權氏成化譜
EB04104	姜淮伯	E101113	南景祐	HAS_SIL	5		3	61	a	1	安東權氏成化譜
EB04104	姜淮伯	E808008	姜碩德	HAS_SON	6		3	61	a	1	安東權氏成化譜
EC00245	姜進德	EC00250	姜致	HAS_SON	2		3	61	a	1	安東權氏成化譜
EC00245	姜進德	E301147	姜美	HAS_SON	3		3	61	a	1	安東權氏成化譜
EC00245	姜進德	EC00247	鄭祖禹	HAS_SIL	4		3	61	a	1	安東權氏成化譜
EC00245	姜進德	EC00253	李信儉	HAS_SIL	5		3	61	a	1	安東權氏成化譜
EC00250	姜致	EB00521	金守均	HAS_SIL	1		3	61	a	1	安東權氏成化譜
EC04679	金利用	E102988	金自淑	HAS_SON	1		3	61	a	1	安東權氏成化譜
EC04679	金利用	E204105	金自哲	HAS_SON	2	씨족원류 : 利用의 子로 貞用의 養子로 감	3	61	a	1	安東權氏成化譜
EC04679	金利用	E202910	李瓊仝	HAS_SIL	3		3	61	a	1	安東權氏成化譜
E808008	姜碩德	E201268	黃脊	HAS_SIL	2		3	61	b	1	安東權氏成化譜
E808008	姜碩德	EB01259	朴楣	HAS_SIL	3		3	61	b	1	安東權氏成化譜
E808008	姜碩德	E900303	辛肅	HAS_SIL	4	前室	3	61	b	1	安東權氏成化譜
E808008	姜碩德	E808014	南俊	HAS_SIL	5		3	61	b	1	安東權氏成化譜
E808008	姜碩德	E103449	金元臣	HAS_SIL	6		3	61	b	1	安東權氏成化譜
E808008	姜碩德	E902053	姜希孟	HAS_SON	7		3	61	b	1	安東權氏成化譜
E808014	南俊	E808015	南恬	HAS_SON	1		3	61	b	1	安東權氏成化譜
E808014	南俊	E101993	南恮	HAS_SON	2		3	61	b	1	安東權氏成化譜
E808014	南俊	E808016	南恢	HAS_SON	3		3	61	b	1	安東權氏成化譜
E808014	南俊	E104067	南悌	HAS_SON	4		3	61	b	1	安東權氏成化譜
E808014	南俊	E808017	南慄	HAS_SON	5		3	61	b	1	安東權氏成化譜
E808014	南俊	E000525	禹樹	HAS_SIL	6		3	61	b	1	安東權氏成化譜
E900303	辛肅	E808011	辛鍵	HAS_SON	1		3	61	b	1	安東權氏成化譜
E900303	辛肅	E903573	金壽元	HAS_SIL	2		3	61	b	1	安東權氏成化譜
E901202	姜希顔	E901208	宋胤宗	HAS_SIL	2		3	61	b	1	安東權氏成化譜
E901202	姜希顔	E901210	金孟鋼	HAS_SIL	3		3	61	b	1	安東權氏成化譜
E901202	姜希顔	E901212	魚孟濂	HAS_SIL	4		3	61	b	1	安東權氏成化譜
E902053	姜希孟	E100156	姜龜孫	HAS_SON	1		3	61	b	1	安東權氏成化譜
E902053	姜希孟	E502286	姜鶴孫	HAS_SON	2		3	61	b	1	安東權氏成化譜
E902053	姜希孟	E300475	成世明	HAS_SIL	3		3	61	b	1	安東權氏成化譜
EB01259	朴楣	EB01262	姜渭孫	HAS_SIL	1		3	61	b	1	安東權氏成化譜
EB01259	朴楣	EB01263	朴義榮	HAS_SON	2		3	61	b	1	安東權氏成化譜
EB01259	朴楣	E701390	朴光榮	HAS_SON	3		3	61	b	1	安東權氏成化譜
EB01259	朴楣	EB01283	朴仁榮	HAS_SON	4		3	61	b	1	安東權氏成化譜
D206763	姜箸 	E808019	姜淮仲	HAS_SON	2		3	62	a	1	安東權氏成化譜
E101452	姜徯	EB03107	李恒	HAS_SIL	1		3	62	a	1	安東權氏成化譜
E200277	姜利行	f1780959-77a1-4d4e-94cf-8320bddec0f4	姜寧同	HAS_SON	1		3	62	a	1	安東權氏成化譜
E200668	姜利敬	E300184	李繼義	HAS_SIL	1		3	62	a	1	安東權氏成化譜
E200670	姜安福	E203106	姜利纘	HAS_SON	1		3	62	a	1	安東權氏成化譜
E200670	姜安福	E203361	姜利誠	HAS_SON	2		3	62	a	1	安東權氏成化譜
E200670	姜安福	E206049	姜利仁	HAS_SON	3		3	62	a	1	安東權氏成化譜
E200670	姜安福	E200668	姜利敬	HAS_SON	4		3	62	a	1	安東權氏成化譜
E200670	姜安福	EA03225	姜利順	HAS_SON	5		3	62	a	1	安東權氏成化譜
E200670	姜安福	E200277	姜利行	HAS_SON	6		3	62	a	1	安東權氏成化譜
E200670	姜安福	EA03539	姜利興	HAS_SON	7		3	62	a	1	安東權氏成化譜
E200670	姜安福	E901189	姜利溫	HAS_SON	8		3	62	a	1	安東權氏成化譜
E203106	姜利纘	E206040	姜億丁	HAS_SON	1		3	62	a	1	安東權氏成化譜
E203106	姜利纘	E206042	姜萬丁	HAS_SON	3		3	62	a	1	安東權氏成化譜
E203361	姜利誠	E802662	姜金錫	HAS_SON	1		3	62	a	1	安東權氏成化譜
E206049	姜利仁	E900338	姜惟信	HAS_SON	1		3	62	a	1	安東權氏成化譜
E808019	姜淮仲	EB03091	姜安壽	HAS_SON	1		3	62	a	1	安東權氏成化譜
E808019	姜淮仲	E200670	姜安福	HAS_SON	2		3	62	a	1	安東權氏成化譜
E902053	姜希孟	E902055	金誠童	HAS_SIL	4		3	62	a	1	安東權氏成化譜
EB01931	姜徽	E301214	姜子平	HAS_SON	1		3	62	a	1	安東權氏成化譜
EB01931	姜徽	EB03097	李循	HAS_SIL	2		3	62	a	1	安東權氏成化譜
EB01931	姜徽	EB03104	姜子正	HAS_SON	3		3	62	a	1	安東權氏成化譜
EB01931	姜徽	EB03105	姜子順	HAS_SON	4		3	62	a	1	安東權氏成化譜
EB03091	姜安壽	EB01931	姜徽	HAS_SON	1		3	62	a	1	安東權氏成化譜
EB03091	姜安壽	EB03106	姜胤	HAS_SON	2		3	62	a	1	安東權氏成化譜
EB03091	姜安壽	E101452	姜徯	HAS_SON	3		3	62	a	1	安東權氏成化譜
EB04104	姜淮伯	E903193	姜順德	HAS_SON	7		3	62	a	1	安東權氏成化譜
D206763	姜箸 	E808025	姜淮順	HAS_SON	3		3	62	b	1	安東權氏成化譜
D206763	姜箸 	E808038	姜淮叔	HAS_SON	4		3	62	b	1	安東權氏成化譜
D206763	姜箸 	D808044	姜淮季	HAS_SON	5		3	62	b	1	安東權氏成化譜
D206765	李英雨	D206767	曺子暹	HAS_SIL	1		3	62	b	1	安東權氏成化譜
E200670	姜安福	E502923	姜利恭	HAS_SON	9		3	62	b	1	安東權氏成化譜
E808025	姜淮順	E808028	尹汴	HAS_SIL	1		3	62	b	1	安東權氏成化譜
E808028	尹汴	EB02048	尹子濂	HAS_SON	1		3	62	b	1	安東權氏成化譜
E808028	尹汴	EC01288	尹子濚	HAS_SON	2		3	62	b	1	安東權氏成化譜
E808028	尹汴	E808030	李祉	HAS_SIL	3		3	62	b	1	安東權氏成化譜
E808028	尹汴	E808035	權繼祐	HAS_SIL	4		3	62	b	1	安東權氏成化譜
E808028	尹汴	EB00227	宋觀	HAS_SIL	5		3	62	b	1	安東權氏成化譜
E808028	尹汴	E808037	楊子田	HAS_SIL	6		3	62	b	1	安東權氏成化譜
E808030	李祉	E808032	李洙	HAS_SON	1		3	62	b	1	安東權氏成化譜
E808030	李祉	EC01207	元壽命	HAS_SIL	2		3	62	b	1	安東權氏成化譜
E808030	李祉	E103667	金壽寧	HAS_SIL	3		3	62	b	1	安東權氏成化譜
E808038	姜淮叔	E808041	姜孝孫	HAS_SON	1		3	62	b	1	安東權氏成化譜
E808041	姜孝孫	a4476d1b-f3ad-49ab-97a5-35b6c4cbc0a6	鄭伸	HAS_SIL	1		3	62	b	1	安東權氏成化譜
EB00227	宋觀	E202251	宋繼殷	HAS_SON	1		3	62	b	1	安東權氏成化譜
EB00227	宋觀	EB00230	宋胤殷	HAS_SON	2		3	62	b	1	安東權氏成化譜
EB00227	宋觀	EB00238	李守俊	HAS_SIL	3		3	62	b	1	安東權氏成化譜
EB00227	宋觀	EB00239	宋承殷	HAS_SON	4		3	62	b	1	安東權氏成化譜
EB02048	尹子濂	EB02049	尹浚	HAS_SON	1		3	62	b	1	安東權氏成化譜
EB02048	尹子濂	E300206	李鐵堅	HAS_SIL	2		3	62	b	1	安東權氏成化譜
EC01288	尹子濚	E701526	李蒀	HAS_SIL	1		3	62	b	1	安東權氏成化譜
EC01288	尹子濚	EC01289	尹漬	HAS_SON	2		3	62	b	1	安東權氏成化譜
EC01288	尹子濚	E501711	成世勣	HAS_SIL	3		3	62	b	1	安東權氏成化譜
D206774	權復徑	D206775	姜敬和	HAS_SIL	1		3	63	a	1	安東權氏成化譜
D206774	權復徑	D206777	姜和寶	HAS_SIL	2		3	63	a	1	安東權氏成化譜
D206777	姜和寶	E808047	姜孫奇	HAS_SON	1		3	63	a	1	安東權氏成化譜
D206777	姜和寶	E808048	姜孫壽	HAS_SON	2		3	63	a	1	安東權氏成化譜
D206777	姜和寶	E808050	柳義	HAS_SIL	3		3	63	a	1	安東權氏成化譜
E206779	權思遠	E206780	權重	HAS_SON	1		3	63	a	1	安東權氏成化譜
E206779	權思遠	E206781	權助	HAS_SON	2		3	63	a	1	安東權氏成化譜
E206781	權助	E808051	權貴衡	HAS_SON	1		3	63	a	1	安東權氏成化譜
E206781	權助	E808058	鄭穰	HAS_SIL	2		3	63	a	1	安東權氏成化譜
E206782	權思直	E206783	權勘	HAS_SON	1		3	63	a	1	安東權氏成化譜
E206783	權勘	E808066	文汝祥	HAS_SIL	1		3	63	a	1	安東權氏成化譜
E808051	權貴衡	E808052	權壽衡	HAS_SON	1		3	63	a	1	安東權氏成化譜
E808051	權貴衡	E808053	權壽賢	HAS_SON	2		3	63	a	1	安東權氏成化譜
E808051	權貴衡	E808055	卞句	HAS_SIL	3		3	63	a	1	安東權氏成化譜
E808058	鄭穰	E808059	鄭穀	HAS_SON	1		3	63	a	1	安東權氏成化譜
E808058	鄭穰	E808060	鄭糴	HAS_SON	2		3	63	a	1	安東權氏成化譜
E808058	鄭穰	E808062	李擢	HAS_SIL	3		3	63	a	1	安東權氏成化譜
E808058	鄭穰	E808064	姜漢憐	HAS_SIL	4		3	63	a	1	安東權氏成化譜
E808066	文汝祥	E808067	文壽山	HAS_SON	1		3	63	a	1	安東權氏成化譜
E808066	文汝祥	E808068	文壽川	HAS_SON	2		3	63	a	1	安東權氏成化譜
D206787	鄭厚	E808073	鄭自衡	HAS_SON	1		3	63	b	1	安東權氏成化譜
D206791	孫成物	E808078	孫㮒	HAS_SON	1		3	63	b	1	安東權氏成化譜
D206793	金得雨	E400125	權軫	HAS_SIL	1	前室	3	63	b	1	安東權氏成化譜
D206793	金得雨	E000148	金乙辛	HAS_SON	2		3	63	b	1	安東權氏成化譜
E000148	金乙辛	E000149	金連宗	HAS_SON	1		3	63	b	1	安東權氏成化譜
E000149	金連宗	E000150	金眉壽	HAS_SON	1		3	63	b	1	安東權氏成化譜
E000149	金連宗	E000162	金麟壽	HAS_SON	2		3	63	b	1	安東權氏成化譜
E000149	金連宗	E000181	金彭壽	HAS_SON	3		3	63	b	1	安東權氏成化譜
E000149	金連宗	E000202	金洪壽	HAS_SON	4		3	63	b	1	安東權氏成化譜
E000149	金連宗	E000203	金松壽	HAS_SON	5		3	63	b	1	安東權氏成化譜
E000150	金眉壽	E000151	金謹孫	HAS_SON	1		3	63	b	1	安東權氏成化譜
E000150	金眉壽	E000152	金愼孫	HAS_SON	2		3	63	b	1	安東權氏成化譜
E000162	金麟壽	E000163	金哲孫	HAS_SON	1		3	63	b	1	安東權氏成化譜
E000162	金麟壽	E000164	金碩孫	HAS_SON	2		3	63	b	1	安東權氏成化譜
E000162	金麟壽	E000174	都順孫	HAS_SIL	3		3	63	b	1	安東權氏成化譜
E000203	金松壽	E000205	申承閔	HAS_SIL	1		3	63	b	1	安東權氏成化譜
E000203	金松壽	E000207	李長孫	HAS_SIL	2		3	63	b	1	安東權氏成化譜
E808073	鄭自衡	E808074	鄭義	HAS_SON	1		3	63	b	1	安東權氏成化譜
E808073	鄭自衡	E808075	鄭智	HAS_SON	2		3	63	b	1	安東權氏成化譜
E000148	金乙辛	E000272	金連枝	HAS_SON	2		3	64	a	1	安東權氏成化譜
E000149	金連宗	E000228	梁峻	HAS_SIL	6		3	64	a	1	安東權氏成化譜
E000149	金連宗	E000217	鄭忠基	HAS_SIL	7		3	64	a	1	安東權氏成化譜
E000149	金連宗	E000249	姜自渭	HAS_SIL	8		3	64	a	1	安東權氏成化譜
E000228	梁峻	E000229	梁普	HAS_SON	1		3	64	a	1	安東權氏成化譜
E000228	梁峻	E000241	崔璘	HAS_SIL	2		3	64	a	1	安東權氏成化譜
E000228	梁峻	E000245	金孝文	HAS_SIL	3		3	64	a	1	安東權氏成化譜
E000272	金連枝	E000274	李福生	HAS_SIL	1		3	64	a	1	安東權氏成化譜
E000272	金連枝	E000334	沈澮	HAS_SIL	2		3	64	a	1	安東權氏成化譜
E000272	金連枝	E000347	洪禹明	HAS_SIL	3		3	64	a	1	安東權氏成化譜
