kind	severity	message	ids	names	vol	leaf	side
double-filiation	note	韓致禮 is entered under 2 fathers (韓致禮, 韓確); in a Korean genealogy this normally records adoption as heir (繼後).	E103584; E103584; E202244	韓致禮; 韓致禮; 韓確	3	25	a
multiple-wives	note	崔係 has 2 recorded marriages (fathers-in-law: 權當, 權子衡); the print rarely says which union bore which child.	E206710; E206704; D206702	崔係; 權當; 權子衡	1	6	b
multiple-wives	note	崔雲海 has 2 recorded marriages (fathers-in-law: 權定柱, 楊之壽); the print rarely says which union bore which child.	D200036; D402199; D200028	崔雲海; 權定柱; 楊之壽	1	9	a
multiple-wives	note	權侹 has 2 recorded marriages (fathers-in-law: 洪逸童, 李好謙); the print rarely says which union bore which child.	E302102; E103213; E302097	權侹; 洪逸童; 李好謙	1	10	b
multiple-wives	note	卞鐔 has 2 recorded marriages (fathers-in-law: 李八仝, 閔亨孫); the print rarely says which union bore which child.	E900061; E900063; E900052	卞鐔; 李八仝; 閔亨孫	1	11	a
multiple-wives	note	朴緇 has 2 recorded marriages (fathers-in-law: 朴紹宗, 李時敏); the print rarely says which union bore which child.	E900605; E103347; E900592	朴緇; 朴紹宗; 李時敏	1	11	b
multiple-wives	note	金孟鈞 has 2 recorded marriages (fathers-in-law: 金[心+衣]慎, 金漑); the print rarely says which union bore which child.	E102452; E401540; E201225	金孟鈞; 金[心+衣]慎; 金漑	1	13	b
multiple-wives	note	趙選 has 2 recorded marriages (fathers-in-law: 具致寬, 李仲規); the print rarely says which union bore which child.	E200391; E401556; EC01742	趙選; 具致寬; 李仲規	1	14	a
multiple-wives	note	洪利用 has 2 recorded marriages (fathers-in-law: 田佐命, 朴安命); the print rarely says which union bore which child.	E103641; E103639; E103859	洪利用; 田佐命; 朴安命	1	15	a
multiple-wives	note	金㠝 has 2 recorded marriages (fathers-in-law: 田佐命, 柳自湄); the print rarely says which union bore which child.	E303682; E103639; E401625	金㠝; 田佐命; 柳自湄	1	15	a
multiple-wives	note	明 永樂帝 has 3 recorded marriages (fathers-in-law: 鄭允厚, 權執中, 韓永矴); the print rarely says which union bore which child.	E103609; E103708; D401296; E103576	明 永樂帝; 鄭允厚; 權執中; 韓永矴	1	16	b
multiple-wives	note	朝鮮 睿宗 has 3 recorded marriages (fathers-in-law: 韓伯倫, 韓明澮, 崔道一); the print rarely says which union bore which child.	E300451; E103777; E900137; E101386	朝鮮 睿宗; 韓伯倫; 韓明澮; 崔道一	1	17	b
multiple-wives	note	權引 has 2 recorded marriages (fathers-in-law: 李昌門, 金俱); the print rarely says which union bore which child.	E101214; E104543; E905109	權引; 李昌門; 金俱	1	18	b
multiple-wives	note	朝鮮 太宗 has 3 recorded marriages (fathers-in-law: 權弘, 元庠, 金裕孫); the print rarely says which union bore which child.	E200306; E402250; D400390; E204365	朝鮮 太宗; 權弘; 元庠; 金裕孫	1	19	a
multiple-wives	note	慶由善 has 2 recorded marriages (fathers-in-law: 朴安命, 洪福邦); the print rarely says which union bore which child.	E302895; E103859; E402570	慶由善; 朴安命; 洪福邦	1	19	a
multiple-wives	note	李種善 has 2 recorded marriages (fathers-in-law: 權鈞, 權近); the print rarely says which union bore which child.	E401303; D402248; E401119	李種善; 權鈞; 權近	1	19	b
multiple-wives	note	安望之 has 2 recorded marriages (fathers-in-law: 元庠, 許之信); the print rarely says which union bore which child.	E400398; D400390; EB04215	安望之; 元庠; 許之信	1	20	b
multiple-wives	note	南瞦 has 2 recorded marriages (fathers-in-law: 鄭惟碩, 姜孟卿); the print rarely says which union bore which child.	E101135; E401032; E102533	南瞦; 鄭惟碩; 姜孟卿	1	21	a
multiple-wives	note	沈安智 has 2 recorded marriages (fathers-in-law: 金從直, 睦哲成); the print rarely says which union bore which child.	E203819; E903024; E202432	沈安智; 金從直; 睦哲成	1	22	a
multiple-wives	note	魚世恭 has 2 recorded marriages (fathers-in-law: 趙遵, 金亨孫); the print rarely says which union bore which child.	EC01517; E101489; EC01514	魚世恭; 趙遵; 金亨孫	1	22	b
multiple-wives	note	金國楨 has 2 recorded marriages (fathers-in-law: 柳浚, 鄭允恪); the print rarely says which union bore which child.	E301217; EB00663; EB02855	金國楨; 柳浚; 鄭允恪	1	23	b
multiple-wives	note	鄭穗 has 2 recorded marriages (fathers-in-law: 盧惟愼, 李檂); the print rarely says which union bore which child.	E200439; EB00714; E200305	鄭穗; 盧惟愼; 李檂	1	24	a
multiple-wives	note	洪禹明 has 2 recorded marriages (fathers-in-law: 閔無疾, 金連枝); the print rarely says which union bore which child.	E000347; E401325; E000272	洪禹明; 閔無疾; 金連枝	1	24	b
multiple-wives	note	崔承宗 has 2 recorded marriages (fathers-in-law: 閔犇, 金敬哉); the print rarely says which union bore which child.	E101435; E103978; EA00360	崔承宗; 閔犇; 金敬哉	1	24	b
multiple-wives	note	李鈞 has 2 recorded marriages (fathers-in-law: 李順慶, 崔恒); the print rarely says which union bore which child.	E203200; E203193; E901747	李鈞; 李順慶; 崔恒	1	27	b
multiple-wives	note	朴葳 has 2 recorded marriages (fathers-in-law: 李宜榮, 任孟卿); the print rarely says which union bore which child.	EC00779; E902288; E401832	朴葳; 李宜榮; 任孟卿	1	27	b
multiple-wives	note	安榆 has 2 recorded marriages (fathers-in-law: 李賁然, 呂從敬); the print rarely says which union bore which child.	E303929; E103871; E303927	安榆; 李賁然; 呂從敬	1	28	a
multiple-wives	note	李壽孩 has 2 recorded marriages (fathers-in-law: 金昇, 權攀); the print rarely says which union bore which child.	E200836; E201891; E401579	李壽孩; 金昇; 權攀	1	28	b
multiple-wives	note	柳均 has 2 recorded marriages (fathers-in-law: 韓惠, 李啓蒙); the print rarely says which union bore which child.	E100573; E300363; E100570	柳均; 韓惠; 李啓蒙	1	29	a
multiple-wives	note	鄭錫年 has 2 recorded marriages (fathers-in-law: 韓繼胤, 李檂); the print rarely says which union bore which child.	E200428; E100940; E200305	鄭錫年; 韓繼胤; 李檂	1	29	a
multiple-wives	note	韓岊 has 2 recorded marriages (fathers-in-law: 任淑, 成俊); the print rarely says which union bore which child.	E901917; E302987; E901912	韓岊; 任淑; 成俊	1	29	b
multiple-wives	note	李繼孫 has 2 recorded marriages (fathers-in-law: 鄭保, 李永瑞); the print rarely says which union bore which child.	E301289; E903250; E300088	李繼孫; 鄭保; 李永瑞	1	31	b
multiple-wives	note	韓致良 has 2 recorded marriages (fathers-in-law: 禹垓, 禹埈); the print rarely says which union bore which child.	E000521; E000519; E104336	韓致良; 禹垓; 禹埈	1	33	a
multiple-wives	note	李鉉 has 2 recorded marriages (fathers-in-law: 禹垓, 禹埈); the print rarely says which union bore which child.	E000523; E000519; E104336	李鉉; 禹垓; 禹埈	1	33	a
multiple-wives	note	崔士康 has 2 recorded marriages (fathers-in-law: 李思恥, 姜筮); the print rarely says which union bore which child.	E101374; E104331; D206761	崔士康; 李思恥; 姜筮	1	33	b
multiple-wives	note	李嗣宗 has 2 recorded marriages (fathers-in-law: 李蒕, 尹坰); the print rarely says which union bore which child.	E104363; E104352; E104619	李嗣宗; 李蒕; 尹坰	1	34	b
multiple-wives	note	李復善 has 2 recorded marriages (fathers-in-law: 成熺, 李抽); the print rarely says which union bore which child.	E903117; E104464; E202628	李復善; 成熺; 李抽	1	36	b
multiple-wives	note	韓繼純 has 2 recorded marriages (fathers-in-law: 李啓基, 權琦); the print rarely says which union bore which child.	EA02810; E102383; E506892	韓繼純; 李啓基; 權琦	1	36	b
multiple-wives	note	洪萬齡 has 2 recorded marriages (fathers-in-law: 曹彙, 李愼); the print rarely says which union bore which child.	E100626; EB04133; E100594	洪萬齡; 曹彙; 李愼	1	38	b
multiple-wives	note	芮忠年 has 2 recorded marriages (fathers-in-law: 鄭允恪, 許岩); the print rarely says which union bore which child.	E502870; EB02855; E203063	芮忠年; 鄭允恪; 許岩	1	43	a
multiple-wives	note	宋元年 has 2 recorded marriages (fathers-in-law: 吳召南, 金乙辛); the print rarely says which union bore which child.	E000418; E000416; E000148	宋元年; 吳召南; 金乙辛	1	43	b
multiple-wives	note	閔悛 has 3 recorded marriages (fathers-in-law: 田珪, 李克潭, 李秀東); the print rarely says which union bore which child.	E202895; E202890; E401546; EC00153	閔悛; 田珪; 李克潭; 李秀東	1	46	b
multiple-wives	note	楊守泗 has 2 recorded marriages (fathers-in-law: 丁淑, 權瞻); the print rarely says which union bore which child.	E205029; E000692; E205025	楊守泗; 丁淑; 權瞻	1	48	a
multiple-wives	note	柳義孫 has 2 recorded marriages (fathers-in-law: 奉元良, 尹須彌); the print rarely says which union bore which child.	E102553; E401004; E400791	柳義孫; 奉元良; 尹須彌	1	49	a
multiple-wives	note	安原君 has 2 recorded marriages (fathers-in-law: 王瑜, 李河); the print rarely says which union bore which child.	E402344; D402340; E102793	安原君; 王瑜; 李河	1	55	a
multiple-wives	note	李崇徑 has 2 recorded marriages (fathers-in-law: 朴維, 安剛); the print rarely says which union bore which child.	E202104; E202103; E401041	李崇徑; 朴維; 安剛	2	1	a
multiple-wives	note	李垤 has 2 recorded marriages (fathers-in-law: 明美, 權𧝂); the print rarely says which union bore which child.	E202196; E402594; E402554	李垤; 明美; 權𧝂	2	1	a
multiple-wives	note	安桑鷄 has 2 recorded marriages (fathers-in-law: 金慶長, 安訓); the print rarely says which union bore which child.	E300360; E400630; E902019	安桑鷄; 金慶長; 安訓	2	1	b
multiple-wives	note	李伯規 has 2 recorded marriages (fathers-in-law: 崔石堅, 金孟得); the print rarely says which union bore which child.	E202253; E401018; E304637	李伯規; 崔石堅; 金孟得	2	2	a
multiple-wives	note	朝鮮 文宗 has 4 recorded marriages (fathers-in-law: 洪深, 尹熺, 權裕, 文敏); the print rarely says which union bore which child.	E202603; E202597; E202717; E205879; E400593	朝鮮 文宗; 洪深; 尹熺; 權裕; 文敏	2	3	b
multiple-wives	note	金汝知 has 2 recorded marriages (fathers-in-law: 鄭澍, 李承源); the print rarely says which union bore which child.	E201857; E201848; E402407	金汝知; 鄭澍; 李承源	2	4	b
multiple-wives	note	朴㱓 has 2 recorded marriages (fathers-in-law: 李承源, 安得壽); the print rarely says which union bore which child.	E400739; E402407; E400736	朴㱓; 李承源; 安得壽	2	4	b
multiple-wives	note	金盖銓 has 2 recorded marriages (fathers-in-law: 李暿, 金承重); the print rarely says which union bore which child.	E301202; E203044; E301199	金盖銓; 李暿; 金承重	2	7	a
multiple-wives	note	金益鏻 has 2 recorded marriages (fathers-in-law: 李順慶, 金理); the print rarely says which union bore which child.	E203211; E203193; E905027	金益鏻; 李順慶; 金理	2	7	b
multiple-wives	note	權奇 has 2 recorded marriages (fathers-in-law: 朴汝洵, 權長孫); the print rarely says which union bore which child.	EC00709; E401492; E901289	權奇; 朴汝洵; 權長孫	2	10	a
